28230;Swiping Down
131031;Turning Hand Counterclockwise
10159;Turning Hand Clockwise
133014;Doing other things
79872;Swiping Down
11759;Doing other things
9905;Swiping Right
78289;Swiping Up
114725;Swiping Up
826;Swiping Right
140612;Swiping Left
20093;Swiping Down
80862;Swiping Right
80100;Swiping Up
23668;Swiping Down
5442;No gesture
4197;Turning Hand Counterclockwise
86232;Doing other things
645;Swiping Left
138360;Doing other things
132654;No gesture
138501;Doing other things
53355;Doing other things
71532;Swiping Up
54903;Doing other things
103360;Doing other things
96256;Stop Sign
70373;No gesture
16979;Doing other things
42833;Stop Sign
116921;Doing other things
28975;Swiping Left
65263;Swiping Left
90830;Swiping Down
103491;Swiping Down
31824;Swiping Up
127624;Doing other things
134328;Swiping Up
144686;Doing other things
138783;Turning Hand Counterclockwise
47794;Stop Sign
45449;Stop Sign
64034;Swiping Right
36797;Swiping Down
10659;Swiping Down
129401;Turning Hand Counterclockwise
15885;Swiping Right
99376;Turning Hand Counterclockwise
88108;Swiping Down
33534;Swiping Down
76316;Doing other things
61226;Swiping Right
52821;Swiping Down
94281;Swiping Left
99788;Doing other things
139585;Doing other things
29853;Turning Hand Clockwise
80084;Turning Hand Counterclockwise
23854;Doing other things
47352;Stop Sign
70086;Swiping Right
131428;Swiping Up
43390;Stop Sign
19014;Swiping Left
114354;Swiping Left
115470;Turning Hand Clockwise
23943;Turning Hand Clockwise
101387;Doing other things
108435;Swiping Down
134144;Swiping Left
80517;Stop Sign
114530;Stop Sign
83447;Swiping Left
35733;Turning Hand Counterclockwise
8474;Turning Hand Counterclockwise
97378;Doing other things
94260;Doing other things
9609;Swiping Down
85026;Swiping Right
129612;No gesture
133355;Swiping Down
142381;No gesture
80155;Swiping Right
9096;No gesture
109905;Doing other things
129157;No gesture
122585;Doing other things
9174;Turning Hand Counterclockwise
33391;Swiping Left
138952;Doing other things
2124;Doing other things
5663;Doing other things
24839;Stop Sign
129850;Doing other things
79349;Swiping Left
115196;Doing other things
75830;Turning Hand Clockwise
62275;Turning Hand Clockwise
147835;Stop Sign
30593;Turning Hand Counterclockwise
39607;Swiping Right
118952;Swiping Right
43795;Swiping Up
11140;Swiping Up
133269;Swiping Down
91595;No gesture
65346;Doing other things
68124;Doing other things
11938;Turning Hand Counterclockwise
105705;Turning Hand Clockwise
98820;Swiping Left
3208;Swiping Down
138244;Swiping Left
55673;Swiping Down
76089;No gesture
82683;Stop Sign
7292;Turning Hand Counterclockwise
13174;Doing other things
133038;Doing other things
127057;Doing other things
93277;Doing other things
32858;Stop Sign
10311;Swiping Down
14626;Turning Hand Clockwise
82941;Swiping Right
15303;Swiping Right
121090;Swiping Left
43238;Doing other things
61017;No gesture
83568;Stop Sign
56873;Swiping Down
103929;No gesture
68773;Doing other things
122899;Doing other things
90174;Stop Sign
146205;Doing other things
105325;Swiping Up
70237;Swiping Left
131799;Swiping Down
76890;No gesture
33633;Stop Sign
114185;Swiping Left
54747;Turning Hand Counterclockwise
55405;Turning Hand Clockwise
49534;Swiping Down
79943;Swiping Left
128798;Doing other things
42625;Turning Hand Clockwise
134736;Swiping Down
78538;Doing other things
72619;Doing other things
113226;Swiping Up
4114;Swiping Right
58140;Swiping Right
99144;Swiping Down
16534;Doing other things
124073;No gesture
20934;No gesture
114554;Swiping Right
42967;Stop Sign
120913;Swiping Right
123811;Stop Sign
129034;Doing other things
97852;Swiping Down
89195;Doing other things
31477;Doing other things
134675;Turning Hand Counterclockwise
121560;No gesture
43122;Turning Hand Counterclockwise
147431;Turning Hand Clockwise
39921;Swiping Down
62929;Turning Hand Counterclockwise
31602;Doing other things
143578;Stop Sign
126125;No gesture
63099;Swiping Right
86635;Stop Sign
2515;Doing other things
2245;Swiping Up
49741;Turning Hand Counterclockwise
71205;No gesture
66208;Doing other things
32084;Swiping Left
26165;Doing other things
91598;No gesture
101533;Swiping Up
59127;Doing other things
10344;Doing other things
63107;No gesture
66079;Swiping Up
127820;Swiping Left
73520;Swiping Up
81086;Doing other things
138915;Swiping Right
138816;Swiping Left
56349;Swiping Up
70662;Doing other things
29558;Turning Hand Clockwise
4290;No gesture
37951;Doing other things
96786;Doing other things
975;Doing other things
107396;No gesture
42895;Swiping Down
71461;Stop Sign
134801;No gesture
117944;Doing other things
104281;Swiping Left
100800;No gesture
15571;Stop Sign
88845;Swiping Right
133176;Doing other things
147373;Swiping Right
60840;Swiping Up
97233;Doing other things
70599;No gesture
6171;Doing other things
118622;Doing other things
144155;Stop Sign
27352;Doing other things
5747;Swiping Down
142128;Swiping Down
59726;Stop Sign
137946;Turning Hand Counterclockwise
88727;Swiping Up
119261;Stop Sign
40417;Swiping Up
41192;Doing other things
30149;Swiping Up
131513;Doing other things
41905;Swiping Left
125734;Swiping Right
87840;Swiping Up
15458;Swiping Left
12111;Stop Sign
20579;Doing other things
82338;No gesture
134185;Doing other things
87384;No gesture
51205;Swiping Right
30877;Turning Hand Clockwise
3641;Turning Hand Counterclockwise
83434;Doing other things
29882;Swiping Left
46211;No gesture
75870;Swiping Right
45756;Stop Sign
46143;Swiping Down
54540;Stop Sign
67845;Doing other things
37721;Turning Hand Clockwise
54068;Swiping Up
26915;Doing other things
16549;Turning Hand Counterclockwise
89165;Swiping Up
39832;Doing other things
14722;Doing other things
17861;Swiping Right
5731;Doing other things
76652;Swiping Down
127951;Turning Hand Clockwise
90857;Swiping Left
89149;Turning Hand Clockwise
127494;Doing other things
115949;Swiping Right
139460;Swiping Down
14912;Stop Sign
87045;Swiping Right
68322;Swiping Down
131526;Turning Hand Clockwise
25732;Turning Hand Clockwise
89599;Swiping Left
10206;Doing other things
129033;Swiping Up
66162;Swiping Down
71379;No gesture
28238;Swiping Down
67398;Stop Sign
95791;Swiping Right
115639;No gesture
248;Swiping Down
56173;Swiping Down
95046;Doing other things
36111;Stop Sign
89542;No gesture
12638;Doing other things
15270;Swiping Up
23047;Turning Hand Counterclockwise
58225;Stop Sign
60705;Turning Hand Clockwise
43331;Stop Sign
47506;Swiping Right
75744;Swiping Down
59617;Doing other things
79649;Swiping Up
71813;Doing other things
122482;Stop Sign
30979;Swiping Right
86194;Doing other things
103627;Turning Hand Clockwise
48970;Swiping Left
18190;Doing other things
26526;Swiping Left
33576;Doing other things
46462;No gesture
88787;Doing other things
122419;Doing other things
43055;Turning Hand Counterclockwise
105900;No gesture
46655;Swiping Up
49136;Turning Hand Clockwise
30367;No gesture
147895;Turning Hand Clockwise
117784;Swiping Left
91103;Doing other things
5019;Swiping Right
46289;No gesture
6159;Stop Sign
97288;Turning Hand Counterclockwise
30595;Doing other things
37617;Doing other things
83036;Swiping Up
72736;Swiping Down
21133;Swiping Right
62125;Swiping Left
125048;Turning Hand Counterclockwise
81098;Turning Hand Counterclockwise
70874;Doing other things
38686;Doing other things
27281;Doing other things
123268;Doing other things
94824;Stop Sign
138339;Stop Sign
93224;Stop Sign
131924;No gesture
44618;No gesture
63507;Swiping Down
12119;Turning Hand Clockwise
22446;Doing other things
12894;Stop Sign
97439;Swiping Left
63933;No gesture
131933;Swiping Up
2662;Swiping Down
117975;Swiping Left
20742;Swiping Left
131925;Swiping Up
133988;Swiping Right
118820;Stop Sign
8311;No gesture
12121;Swiping Left
130393;Swiping Up
129337;Doing other things
35582;Swiping Down
136143;Swiping Up
97864;Doing other things
74504;Swiping Down
130132;Swiping Left
128614;Turning Hand Clockwise
127850;Swiping Down
99528;Turning Hand Clockwise
10760;Swiping Left
10271;Doing other things
130153;Swiping Down
32449;Turning Hand Counterclockwise
92486;Doing other things
128466;Swiping Down
111557;Turning Hand Clockwise
33956;Swiping Left
99785;Swiping Down
93480;Turning Hand Clockwise
36901;Doing other things
101940;Swiping Left
13739;Doing other things
38175;Stop Sign
92236;Swiping Down
141069;Swiping Right
73226;Swiping Right
110603;Stop Sign
15834;Doing other things
121648;Swiping Down
3325;No gesture
43136;Swiping Right
10866;No gesture
128085;Swiping Up
106188;Doing other things
138878;Swiping Up
21506;Swiping Down
46459;Doing other things
96009;Doing other things
20249;Doing other things
141193;Doing other things
75433;Swiping Left
18347;Doing other things
95728;No gesture
122865;Turning Hand Counterclockwise
26533;Turning Hand Clockwise
35577;No gesture
142323;Turning Hand Clockwise
132206;No gesture
107050;Turning Hand Counterclockwise
120019;Swiping Up
63005;Swiping Left
92887;Doing other things
10045;Turning Hand Clockwise
70943;Turning Hand Counterclockwise
143570;Doing other things
101469;Doing other things
148061;Swiping Right
36385;Turning Hand Clockwise
127323;Swiping Right
76634;Swiping Left
105429;Swiping Right
6664;Swiping Left
145898;Swiping Down
100025;Doing other things
68680;No gesture
21642;Swiping Left
78704;No gesture
12530;Doing other things
62025;Swiping Right
108706;Swiping Up
19452;Stop Sign
138073;Stop Sign
86170;Doing other things
84120;Swiping Right
4430;Swiping Up
50289;Turning Hand Clockwise
11712;Swiping Right
40453;Doing other things
3299;Swiping Down
130483;Doing other things
120472;No gesture
50343;Doing other things
111333;Doing other things
67612;Stop Sign
39135;Stop Sign
17707;Turning Hand Clockwise
61716;Swiping Left
38808;Doing other things
146217;Swiping Left
43688;Stop Sign
640;Stop Sign
18881;Doing other things
55663;Swiping Down
50176;Swiping Up
46082;Swiping Right
46966;No gesture
27961;Stop Sign
87506;Swiping Up
136084;Swiping Down
16035;Stop Sign
112909;Doing other things
24435;Swiping Right
128609;Swiping Up
87670;Swiping Up
88699;No gesture
20841;Swiping Left
134554;Doing other things
5757;Swiping Down
60991;Swiping Left
53556;Swiping Down
49496;Doing other things
2235;Stop Sign
83800;Swiping Left
90515;Swiping Left
66093;Turning Hand Counterclockwise
7836;Swiping Left
79570;Swiping Up
87507;Swiping Up
82890;Turning Hand Counterclockwise
124305;Doing other things
59534;Swiping Left
13135;Turning Hand Counterclockwise
117488;Turning Hand Clockwise
98793;Swiping Down
23119;Turning Hand Counterclockwise
26501;Stop Sign
75954;No gesture
13940;Swiping Up
53694;Turning Hand Clockwise
108651;Doing other things
81199;Stop Sign
112186;Swiping Right
101526;No gesture
146287;Swiping Down
35917;Doing other things
63674;Stop Sign
75753;Swiping Down
127900;Turning Hand Clockwise
94885;Doing other things
22421;No gesture
49902;Swiping Right
140345;Swiping Right
23940;Swiping Left
140854;Doing other things
54984;Turning Hand Clockwise
119477;Swiping Right
295;Doing other things
100461;Swiping Up
35769;Doing other things
6685;Swiping Left
120303;Swiping Down
48689;Turning Hand Clockwise
10428;Swiping Left
100075;Swiping Right
118049;Swiping Left
123791;Swiping Left
33495;Turning Hand Clockwise
13580;Doing other things
69842;Doing other things
40225;Swiping Left
43625;Doing other things
144784;Swiping Down
60009;Turning Hand Clockwise
15366;Swiping Down
19047;Stop Sign
99626;Swiping Left
131928;Doing other things
52853;Swiping Down
65327;Doing other things
75470;Swiping Right
97863;Swiping Right
120550;Stop Sign
111265;Turning Hand Clockwise
92754;Swiping Up
88021;Turning Hand Counterclockwise
115916;Swiping Down
35757;Doing other things
120416;Doing other things
113999;No gesture
20225;No gesture
86491;Swiping Left
134361;Swiping Right
126517;Stop Sign
89685;Swiping Up
36959;Stop Sign
135678;Stop Sign
103539;Swiping Right
119645;No gesture
133307;Doing other things
15811;No gesture
119736;Doing other things
122107;Doing other things
134476;Doing other things
2090;Doing other things
90080;Stop Sign
107666;Doing other things
130817;Swiping Right
39987;No gesture
136812;Swiping Right
28444;Doing other things
28064;Doing other things
2529;Doing other things
62459;No gesture
46766;Doing other things
31447;Doing other things
53169;Swiping Up
7792;Swiping Right
65229;Stop Sign
95778;Swiping Left
118689;Swiping Left
46885;Swiping Left
110079;Swiping Down
88287;Swiping Right
29988;Swiping Right
98657;Doing other things
50576;Swiping Right
7369;Turning Hand Clockwise
3644;Swiping Right
37388;Swiping Left
41058;Swiping Left
69687;Swiping Left
89760;Swiping Down
28086;Doing other things
137014;Swiping Right
56148;Swiping Right
51052;Swiping Up
44551;Swiping Left
114357;Swiping Right
65894;Turning Hand Clockwise
104557;No gesture
118324;Swiping Right
92816;Swiping Left
99534;No gesture
80940;Stop Sign
57531;Swiping Down
90393;Swiping Up
78031;No gesture
57840;Turning Hand Clockwise
39283;Swiping Down
106517;Swiping Up
96203;Doing other things
99206;Turning Hand Clockwise
2066;No gesture
47793;Swiping Right
3254;Stop Sign
137409;Doing other things
102946;Swiping Up
23367;Swiping Up
123044;Doing other things
62581;Stop Sign
117621;Doing other things
131109;Swiping Right
11464;Swiping Up
48776;Turning Hand Clockwise
103586;Swiping Right
128181;Stop Sign
9706;Turning Hand Counterclockwise
113216;Doing other things
23089;Doing other things
35267;Doing other things
86343;No gesture
45219;No gesture
9521;Turning Hand Counterclockwise
50011;Doing other things
73510;Turning Hand Counterclockwise
11335;Doing other things
29707;Swiping Right
15123;Swiping Up
34488;Stop Sign
23908;No gesture
125712;Turning Hand Clockwise
78783;Stop Sign
97899;Doing other things
100451;Doing other things
41863;Doing other things
13243;No gesture
75013;Stop Sign
41728;Swiping Up
72153;Swiping Left
88970;Doing other things
105253;Swiping Left
134956;Doing other things
11790;Doing other things
61184;Swiping Up
21407;Doing other things
42860;Doing other things
91001;Doing other things
102007;Swiping Right
30449;Swiping Up
105982;Swiping Down
72008;Doing other things
19899;Doing other things
17971;No gesture
66684;Turning Hand Counterclockwise
133903;Swiping Left
124517;No gesture
102838;Swiping Up
36756;Stop Sign
78061;Doing other things
93971;Stop Sign
19213;Doing other things
88601;Swiping Left
49237;Swiping Up
116755;No gesture
65956;Swiping Right
33294;Stop Sign
122458;Swiping Down
35649;Swiping Right
98199;Swiping Left
141748;Stop Sign
106908;Doing other things
140147;Doing other things
136680;Turning Hand Counterclockwise
123984;Doing other things
43071;Stop Sign
38687;Stop Sign
96767;Turning Hand Counterclockwise
120044;No gesture
89395;Swiping Right
73791;Doing other things
96090;Swiping Right
2833;Swiping Down
146005;Swiping Left
140046;Swiping Down
34403;Turning Hand Clockwise
137551;No gesture
99419;Doing other things
118980;Swiping Up
18406;Doing other things
133029;Swiping Right
126263;Swiping Down
236;No gesture
105813;No gesture
72141;Doing other things
124461;Doing other things
131613;Swiping Left
82579;Swiping Down
2813;Swiping Left
39411;Doing other things
66459;Doing other things
58685;Doing other things
12913;Stop Sign
60416;Doing other things
106914;No gesture
89978;Swiping Down
37207;Doing other things
9632;Stop Sign
132303;Doing other things
42133;Turning Hand Clockwise
56399;Doing other things
14274;Turning Hand Counterclockwise
61782;Stop Sign
70287;Swiping Right
29452;No gesture
25515;Turning Hand Counterclockwise
147146;Swiping Right
19009;Doing other things
13094;Swiping Down
20605;Stop Sign
131411;Stop Sign
3190;Swiping Left
10835;Swiping Up
132638;Doing other things
94967;Swiping Right
112709;Swiping Down
85982;Swiping Up
123696;Swiping Down
46704;Swiping Down
124940;Swiping Right
139533;Swiping Up
7888;No gesture
31878;No gesture
107394;Turning Hand Counterclockwise
17261;Doing other things
11204;Swiping Down
76769;No gesture
45837;No gesture
1246;Swiping Down
27198;Turning Hand Counterclockwise
91796;Swiping Up
38467;Stop Sign
143020;Swiping Up
20797;Swiping Left
59899;Stop Sign
33365;Swiping Up
4023;Swiping Up
8395;Swiping Down
95625;Doing other things
101405;Doing other things
96824;Turning Hand Counterclockwise
3094;Doing other things
73082;Doing other things
112908;Stop Sign
147887;Doing other things
34878;Swiping Up
28810;Doing other things
106589;Turning Hand Clockwise
85203;Stop Sign
40574;Swiping Left
123284;Swiping Up
92357;Stop Sign
93049;Swiping Up
86694;Turning Hand Counterclockwise
5084;Swiping Down
89778;Swiping Right
72516;Swiping Left
138503;Stop Sign
18849;Swiping Left
68525;Turning Hand Clockwise
73702;Swiping Up
79880;No gesture
30972;Doing other things
23210;Doing other things
106859;No gesture
82501;Turning Hand Clockwise
145353;Swiping Left
62766;Stop Sign
23702;Doing other things
40455;Swiping Left
9526;Swiping Up
70289;Turning Hand Clockwise
132669;Stop Sign
40183;No gesture
130649;Swiping Up
37982;Turning Hand Clockwise
144792;Doing other things
101490;Swiping Down
61441;Turning Hand Clockwise
56932;Swiping Left
4836;Doing other things
12306;Doing other things
117803;Stop Sign
39856;Swiping Right
71800;Swiping Right
17959;Turning Hand Clockwise
21925;Doing other things
122329;Turning Hand Clockwise
33071;Doing other things
65653;Doing other things
5252;Swiping Up
45180;Turning Hand Clockwise
101649;Stop Sign
9124;Stop Sign
130479;No gesture
20417;Swiping Up
136078;Swiping Down
111477;Swiping Right
24255;No gesture
136591;Turning Hand Clockwise
61160;Doing other things
80312;Swiping Down
143838;Doing other things
55762;No gesture
43050;Doing other things
87957;Swiping Down
48017;No gesture
122988;Swiping Right
9786;Swiping Up
88028;Swiping Right
42610;Swiping Down
44994;Swiping Right
58193;Swiping Left
109958;Doing other things
131762;Turning Hand Clockwise
146006;No gesture
38171;Doing other things
68817;Doing other things
105687;Doing other things
113505;Stop Sign
15150;No gesture
112368;Doing other things
56767;Doing other things
126333;Stop Sign
125498;No gesture
114205;Swiping Down
16790;Swiping Down
1521;Doing other things
37373;Swiping Up
141162;Swiping Down
121546;Turning Hand Counterclockwise
34609;Doing other things
116793;Turning Hand Clockwise
140913;No gesture
7172;Swiping Right
26520;No gesture
79508;Swiping Right
68969;Swiping Up
124167;Doing other things
97929;Swiping Right
73806;Swiping Down
33582;No gesture
24743;Turning Hand Clockwise
106083;Stop Sign
90214;Stop Sign
6849;Swiping Down
127844;Turning Hand Counterclockwise
33221;Turning Hand Clockwise
117428;Swiping Right
131029;Doing other things
127114;Swiping Left
89579;No gesture
61988;Swiping Right
125701;Swiping Right
140747;Turning Hand Counterclockwise
7500;No gesture
48076;Turning Hand Clockwise
54517;Swiping Left
126651;Doing other things
126039;Swiping Left
15487;Doing other things
117383;Swiping Down
58550;Turning Hand Counterclockwise
11252;Turning Hand Counterclockwise
77203;Swiping Right
78257;Turning Hand Clockwise
78190;Swiping Down
3476;Swiping Up
136946;Doing other things
143393;Swiping Down
66328;Turning Hand Counterclockwise
31518;Turning Hand Clockwise
103930;Doing other things
133547;Doing other things
31890;Swiping Down
26166;Swiping Up
102380;Stop Sign
76849;No gesture
63652;Doing other things
130047;No gesture
136757;Stop Sign
50334;Swiping Up
95686;Swiping Up
109597;Swiping Up
19902;Swiping Right
138011;Doing other things
47987;Doing other things
33021;Swiping Left
16479;Swiping Up
28601;Swiping Right
131371;Swiping Down
97751;Swiping Left
76964;Swiping Down
45534;Stop Sign
81284;Doing other things
122204;Swiping Down
22820;Doing other things
21835;Stop Sign
305;Doing other things
96419;Doing other things
74562;Doing other things
123378;Stop Sign
67560;Turning Hand Counterclockwise
11346;No gesture
68736;Turning Hand Counterclockwise
51905;Turning Hand Counterclockwise
52848;Turning Hand Clockwise
20154;Swiping Left
6158;Swiping Right
73211;Stop Sign
89454;Stop Sign
125453;Turning Hand Clockwise
22780;Turning Hand Counterclockwise
33406;No gesture
18042;Swiping Down
142001;Doing other things
60782;Swiping Down
70245;Stop Sign
85745;Swiping Right
5372;Swiping Up
128954;Doing other things
80207;No gesture
96919;Doing other things
100449;Swiping Left
5333;Swiping Up
2819;Swiping Down
36857;Swiping Down
54895;Turning Hand Clockwise
119584;Stop Sign
124580;Swiping Down
101348;Swiping Down
117527;No gesture
7763;Swiping Right
44361;Swiping Up
92748;Turning Hand Clockwise
29516;Doing other things
104737;Swiping Right
12148;Swiping Up
74927;Swiping Up
82740;Turning Hand Clockwise
111140;No gesture
82830;Doing other things
95685;Swiping Up
51298;Doing other things
142224;Swiping Left
103868;Doing other things
58736;Doing other things
50014;Doing other things
31264;Swiping Down
134943;Swiping Right
18865;Doing other things
18491;Doing other things
84642;Swiping Up
102033;Turning Hand Counterclockwise
61054;Swiping Down
64744;Swiping Left
90186;Stop Sign
32389;Stop Sign
89463;Doing other things
71471;Turning Hand Clockwise
40219;No gesture
141121;Swiping Left
10446;Doing other things
31724;Swiping Up
65444;Doing other things
112924;Doing other things
107074;Doing other things
52549;No gesture
142744;Swiping Right
107551;Stop Sign
47023;No gesture
52261;Turning Hand Counterclockwise
60641;Swiping Right
92534;No gesture
144165;No gesture
125722;Swiping Right
133567;Turning Hand Clockwise
90892;Turning Hand Counterclockwise
39565;Doing other things
8686;Swiping Up
21534;Swiping Down
91776;Turning Hand Counterclockwise
126139;Doing other things
101998;Doing other things
110711;Turning Hand Counterclockwise
22998;Turning Hand Counterclockwise
16837;Stop Sign
95690;No gesture
125053;Turning Hand Counterclockwise
100983;Swiping Right
107294;No gesture
2866;Turning Hand Counterclockwise
42515;Swiping Down
1087;Swiping Right
131998;Swiping Left
8978;Stop Sign
83530;Doing other things
144816;Doing other things
137468;Doing other things
89765;Doing other things
134474;Doing other things
57046;Swiping Left
100291;Stop Sign
5067;Turning Hand Counterclockwise
112067;Doing other things
14525;No gesture
80099;Swiping Left
43269;Stop Sign
67575;No gesture
86417;Swiping Right
135257;Swiping Left
141114;Swiping Left
1759;Doing other things
88899;Swiping Up
38548;Doing other things
21845;Doing other things
119226;Swiping Left
542;Doing other things
99853;Swiping Right
143081;Turning Hand Counterclockwise
31638;Swiping Left
28421;Doing other things
89935;Doing other things
42265;Swiping Down
143726;Doing other things
69709;Turning Hand Counterclockwise
23924;Swiping Left
135663;Doing other things
129017;Stop Sign
51797;Turning Hand Counterclockwise
5735;Swiping Left
39570;Doing other things
86737;Swiping Left
99676;Turning Hand Counterclockwise
56764;No gesture
5632;Doing other things
121665;Stop Sign
124178;Doing other things
15067;No gesture
3585;Doing other things
52847;Doing other things
105672;Doing other things
5465;No gesture
144473;Swiping Up
138307;No gesture
89069;Swiping Right
30863;Turning Hand Clockwise
137535;No gesture
13582;Swiping Up
123985;No gesture
24907;No gesture
55071;Swiping Down
83823;Turning Hand Clockwise
98353;Doing other things
101588;No gesture
147565;Doing other things
77898;Doing other things
82586;Turning Hand Clockwise
22817;Doing other things
56998;Stop Sign
133882;Stop Sign
71561;Stop Sign
84713;Swiping Right
59941;Doing other things
18114;No gesture
27962;Stop Sign
29489;Doing other things
4310;Stop Sign
109472;Swiping Up
137579;Stop Sign
48968;No gesture
145462;Stop Sign
6786;Turning Hand Clockwise
46454;Swiping Right
70027;Turning Hand Clockwise
65134;Doing other things
127221;No gesture
37129;Doing other things
34545;Turning Hand Clockwise
120087;No gesture
141017;Swiping Up
103190;Stop Sign
8435;Doing other things
46124;No gesture
125575;Swiping Right
145058;Swiping Left
11827;Stop Sign
24233;Swiping Up
101157;Swiping Left
97467;No gesture
42471;Stop Sign
38269;Doing other things
126753;Swiping Right
65097;Swiping Right
141265;Swiping Right
37460;No gesture
110445;Swiping Down
17293;Swiping Right
63843;Swiping Down
40726;Swiping Down
119756;Swiping Right
6987;Doing other things
141829;Swiping Up
118044;Turning Hand Counterclockwise
98927;Stop Sign
36753;Turning Hand Clockwise
28300;Swiping Right
48636;Swiping Left
122486;Turning Hand Clockwise
82640;Doing other things
23071;Turning Hand Clockwise
101434;Swiping Down
14047;Swiping Down
40617;Turning Hand Counterclockwise
101837;Doing other things
30518;Swiping Down
59063;Swiping Right
134853;No gesture
91055;Turning Hand Clockwise
110275;Turning Hand Clockwise
129168;Stop Sign
1640;Swiping Down
125519;Swiping Right
51067;Doing other things
112202;Swiping Down
110473;Swiping Right
3103;Doing other things
130250;Swiping Down
78453;Doing other things
147755;Stop Sign
7802;Swiping Up
135617;Swiping Right
134446;Stop Sign
130786;Doing other things
45217;Turning Hand Counterclockwise
86292;No gesture
127835;Turning Hand Counterclockwise
139462;Swiping Left
16215;Swiping Up
17332;No gesture
16298;Stop Sign
125391;Swiping Left
20675;Swiping Down
